country,year,CAPB_1,CAPB,bp_adj_new,bp_success_new,bp_success_new_first,rapid_adj_c,unemp_rate,short_term_i,gross_fin_liab,debtgdp_wb,debtgdp,gov_bond_int,gdp_growth,cpi_inflation_rate,gdp_value,payment_min_i,receipts_min_i,totalseats,govoth,numgov,numvote,herfgov,govfrac,efw_total,gov_crises,cabinet_change,number_spending_ministers,potrafke_ideology,election,exo,endo,month,ngov1rlc,ngov2rlc,ngov3rlc,ngov4rlc,ngov5rlc,ngov6rlc,ngov1seat,ngov2seat,ngov3seat,ngov4seat,ngov5seat,ngov6seat,nnum_gov_seats
australia,1967,,,,,,,1.853431,,,39.24582,,,7.229958,3.5,2.86E+10,,,,,,,,,,0,1,,2,,,,,,,,,,,,,,,,,0
australia,1968,,,,,,,1.796897,5.116667,,38.21143,,,5.294528,2.5,3.12E+10,,,,,,,,,,0,1,,2,,,,,,,,,,,,,,,,,0
australia,1969,,,,,,,1.790871,5.566667,,35.72693,,,6.271051,3.3,3.50E+10,,,,,,,,,,2,0,,2,,,,,,,,,,,,,,,,,0
australia,1970,,,,,,,1.628315,7.108333,,33.90505,,6.646667,6.948133,3.4,3.90E+10,,,,,,,,,6.9,0,0,11,2,,,,,,,,,,,,,,,,,0
australia,1971,,,,,,,1.878146,7.008333,,31.32648,,6.713333,3.871937,6.1,4.31E+10,,,,,,,,,6.74,0,1,11,2,,,,,,,,,,,,,,,,,0
australia,1972,,,,,,,2.573719,5.083333,,29.73517,,5.831666,2.329657,6,4.72E+10,,,,,,,,,6.58,0,1,11,2,,,,,,,,,,,,,,,,,0
australia,1973,,,,,,,2.28043,6.983333,,26.4661,,6.933333,4.341914,9.1,5.57E+10,,,,,,,,,6.42,0,0,25,4,,,,,,,,,,,,,,,,,0
australia,1974,,,,,,,2.640608,13.15833,,23.01308,,9.036667,1.569186,15.4,6.65E+10,,,,,,,,,6.26,1,0,25,4,,,,,,,,,,,,,,,,,0
australia,1975,,,,,,,4.848703,8.525,,22.86119,,9.741667,2.352603,15.2,7.77E+10,,,,0,0,,,,6.1,2,1,25,4,1,1,0,12,,,,,,,,,,,,,0
australia,1976,,,,,,,4.720836,9.24,,22.29873,,10.03083,3.899639,13.3,9.12E+10,,,127,0,91,53.1,0.6222678,0.3819292,6.26,0,0,10,2,0,0,0,,3,3,,,,,68,23,0,,,,91
australia,1977,,,,,,,5.569728,10.2125,,21.48849,,10.22667,1.383899,12.3,1.01E+11,,,127,0,91,53.1,0.6222678,0.3819292,6.42,0,0,10,2,1,0,1,12,3,3,,,,,68,23,0,,,,91
australia,1978,,,,,,,6.280662,9.843333,,22.37985,,9.06,2.0504,8,1.12E+11,,,124,0,86,48.1,0.6557599,0.34829,6.58,0,1,11,1,0,0,0,,3,3,,,,,67,19,0,,,,86
australia,1979,,,,,,,6.197986,9.773334,,22.88662,,9.749166,4.625409,9.1,1.29E+11,,,124,0,86,48.1,0.6557599,0.34829,6.74,0,0,11,1,0,0,0,,3,3,,,,,67,19,0,,,,86
australia,1980,,,,,,,6.040514,12.0275,,21.34881,,11.6475,2.845528,10.1,1.45E+11,,,124,0,86,48.1,0.6557599,0.34829,6.9,0,0,11,1,1,1,0,10,3,3,,,,,67,19,0,,,,86
australia,1981,,,,,,,5.722572,15.03833,,18.94465,,13.95833,4.062041,9.5,1.66E+11,,,125,0,74,46.3,0.6055515,0.3998519,6.96,0,0,11,2,0,0,0,,3,3,,,,,54,20,0,,,,74
australia,1982,,,,,,,7.087485,16.83417,,17.38734,,15.375,-0.3891822,11.4,1.85E+11,,,125,0,74,46.3,0.6055515,0.3998519,7.02,0,0,11,2,0,0,0,,3,3,,,,,54,20,0,,,,74
australia,1983,,,,,,,9.86666,12.19917,,18.89263,,13.8875,-0.2590381,10,2.01E+11,,,125,0,74,46.3,0.6055515,0.3998519,7.08,0,1,10,4,1,1,0,3,1,,,,,,75,0,0,,,,75
australia,1984,,,,,,,8.90071,12.1,,20.35905,,13.525,6.506068,4,2.27E+11,,,125,0,75,49.5,1,0,7.14,0,1,10,4,1,0,1,12,1,,,,,,75,0,0,,,,75
australia,1985,,,,,,,8.179751,15.9825,,21.99568,,13.95417,5.263989,6.7,2.51E+11,,,125,0,75,49.5,1,0,7.2,0,0,14,4,0,0,0,,1,,,,,,75,0,0,,,,75
australia,1986,,,,,,,8.006935,16.45167,,23.41314,,13.41667,2.180807,9.1,2.73E+11,,,148,0,82,47.5,1,0,7.3,0,1,14,4,0,0,0,,1,,,,,,82,0,0,,,,82
australia,1987,,,,,,,8.033761,13.75,,22.06372,,13.19167,5.196526,8.5,3.08E+11,,,148,0,82,47.5,1,0,7.4,0,1,14,4,1,1,0,7,1,,,,,,82,0,0,,,,82
australia,1988,,,,,,,7.162712,12.8,,24.8187,,12.10417,4.60991,7.2,3.49E+11,,,148,0,86,45.83,1,0,7.5,0,1,13,4,0,0,0,,1,,,,,,86,0,0,,,,86
australia,1989,,1.993049,,,,,6.122776,17.61167,23.00561,22.76997,23.00561,13.40833,4.237671,7.5,3.92E+11,1.10E+11,1.25E+11,148,0,86,45.83,1,0,7.6,0,0,13,4,0,0,0,,1,,,,,,86,0,0,,,,86
australia,1990,1.993049,1.10067,,,,0,6.870526,14.54333,21.79683,21.5777,21.79683,13.18,1.572015,7.3,4.18E+11,1.22E+11,1.32E+11,148,0,86,45.83,1,0,7.7,0,1,14,4,1,1,0,3,1,,,,,,86,0,0,,,,86
australia,1991,1.10067,-0.7720937,,,,0,9.515921,10.22583,23.15055,22.91408,23.15055,10.69083,-1.158676,3.2,4.21E+11,1.33E+11,1.32E+11,148,0,78,39.44,1,0,7.76,0,1,14,4,0,0,0,,1,,,,,,78,0,0,,,,78
australia,1992,-0.7720937,-1.321162,0,0,0,0,10.72092,6.465833,27.43184,27.15144,27.43184,9.22,3.007582,1,4.36E+11,1.41E+11,1.35E+11,148,0,78,39.44,1,0,7.82,0,0,14,4,0,0,0,,1,,,,,,78,0,0,,,,78
australia,1993,-1.321162,-1.09818,0,0,0,0,10.81753,5.151667,30.62344,30.32178,30.62344,7.280833,4.004697,1.8,4.60E+11,1.50E+11,1.46E+11,148,0,78,39.44,1,0,7.88,0,1,17,4,1,1,0,3,1,,,,,,78,0,0,,,,78
australia,1994,-1.09818,-0.7116984,0,0,0,0,9.682853,5.656667,40.04523,31.45285,40.04523,9.041667,4.664099,2,4.87E+11,1.57E+11,1.56E+11,147,0,80,44.92,1,0,7.94,0,0,17,4,0,0,0,,1,,,,,,80,0,0,,,,80
australia,1995,-0.7116984,-0.1288424,0,0,0,0,8.438763,7.725833,41.75514,30.88935,41.75514,9.210896,3.65921,4.6,5.16E+11,1.65E+11,1.68E+11,147,0,80,44.92,1,0,8,0,0,17,4,0,0,0,,1,,,,,,80,0,0,,,,80
australia,1996,-0.1288424,0.7347184,1,1,1,0,8.486672,7.151667,39.04152,29.1139,39.04152,8.209208,3.997454,2.6,5.47E+11,1.74E+11,1.81E+11,147,0,80,44.92,1,0,8.02,0,1,14,2,1,1,0,3,3,3,,,,,75,19,0,,,,94
australia,1997,0.7347184,1.866523,1,1,0,0,8.385909,5.395833,37.35907,25.78716,37.35907,6.954918,4.079868,0.2,5.76E+11,1.81E+11,1.95E+11,149,0,94,46.9,0.6774558,0.3260123,8.04,0,0,14,2,0,0,0,,3,3,,,,,75,19,0,,,,94
australia,1998,1.866523,2.783016,1,1,0,0,7.668925,5.001667,32.30216,23.70448,32.30216,5.49297,5.201411,0.9,6.06E+11,1.89E+11,2.11E+11,149,0,94,46.9,0.6774558,0.3260123,8.06,0,0,14,2,1,0,1,10,3,3,,,,,75,19,0,,,,94
australia,1999,2.783016,2.77124,0,0,0,0,6.888375,5.011667,27.87664,22.52483,27.87664,6.009312,4.220273,1.5,6.39E+11,2.00E+11,2.24E+11,148,0,80,39.42,0.68,0.3240506,8.08,0,0,13,2,0,0,0,,3,3,,,,,64,16,0,,,,80
australia,2000,2.77124,1.729499,0,0,0,0,6.23793,6.1775,24.89784,19.45847,24.89784,6.314569,3.442202,4.5,6.89E+11,2.19E+11,2.38E+11,148,0,80,39.42,0.68,0.3240506,8.1,0,0,13,2,0,0,0,,3,3,,,,,64,16,0,,,,80
australia,2001,1.729499,1.038141,0,0,0,0,6.714998,4.899167,21.98333,17.04079,21.98333,5.615264,2.692275,4.4,7.33E+11,2.36E+11,2.51E+11,148,0,80,39.42,0.68,0.3240506,7.9,0,1,13,2,1,1,0,11,3,3,,,,,64,16,0,,,,80
australia,2002,1.038141,2.119425,0,0,0,0,6.325681,4.746666,19.97311,14.95392,19.97311,5.843958,3.883421,3,7.85E+11,2.48E+11,2.73E+11,150,0,82,42.69,0.7331945,0.2700994,8,0,0,13,2,0,0,0,,3,3,,,,,69,13,0,,,,82
australia,2003,2.119425,2.403964,0,0,0,0,5.909837,4.895833,18.47617,13.15099,18.47617,5.366776,3.566076,2.7,8.32E+11,2.63E+11,2.90E+11,150,0,82,42.69,0.7331945,0.2700994,8.1,0,0,13,2,0,0,0,,3,3,,,,,69,13,0,,,,82
australia,2004,2.403964,1.941717,0,0,0,0,5.366157,5.478333,16.70879,11.89002,16.70879,5.590775,3.308541,2.3,8.95E+11,2.86E+11,3.14E+11,150,0,82,42.69,0.7331945,0.2700994,8.1,0,0,13,2,1,1,0,10,3,3,,,,,69,13,0,,,,82
australia,2005,1.941717,1.914497,0,0,0,0,5.017153,5.644166,16.24265,10.82824,16.24265,5.339973,3.415475,2.7,9.66E+11,3.02E+11,3.36E+11,150,0,86,46.81,0.7598702,0.2429549,8.1,0,0,13,2,0,0,0,,3,3,,,,,74,12,0,,,,86
australia,2006,1.914497,1.886952,0,0,0,0,4.763715,5.988333,15.45635,10.00769,15.45635,5.587872,2.482131,3.6,1.04E+12,3.22E+11,3.56E+11,150,0,86,46.81,0.7598702,0.2429549,8.3,0,0,13,2,0,0,0,,3,3,,,,,74,12,0,,,,86
australia,2007,1.886952,1.462753,0,0,0,0,4.356802,6.6675,14.41826,9.713655,14.41826,5.994521,4.723451,2.3,1.14E+12,3.49E+11,3.87E+11,150,0,86,46.81,0.7598702,0.2429549,8.2,0,,13,2,1,1,0,11,3,3,,,,,74,12,0,,,,86
australia,2008,1.462753,-0.1355536,0,0,0,0,4.227501,6.973333,13.74293,11.75972,13.74293,5.817944,2.390104,4.4,1.24E+12,3.86E+11,4.11E+11,150,0,83,52.7,1,0,8.1,0,,16,4,0,0,0,,1,,,,,,83,0,0,,,,83
australia,2009,-0.1355536,-3.659983,0,0,0,0,5.564408,3.434167,19.44295,16.81078,19.44295,5.039512,1.509353,1.8,1.25E+12,4.18E+11,3.94E+11,150,0,83,52.7,1,0,8,0,,,4,0,0,0,,1,,,,,,83,0,0,,,,83
australia,2010,-3.659983,-3.962759,0,0,0,0,5.205221,4.683333,23.64119,20.51403,23.64119,5.366042,2.48589,2.9,1.35E+12,4.32E+11,4.16E+11,150,0,83,52.7,1,0,8,1,,,4,1,1,0,8,1,,,,,,83,0,0,,,,83
australia,2011,-3.962759,-2.011785,,,,1,5.046992,4.848333,26.78282,24.40534,26.78282,4.943958,1.764943,3.3,1.45E+12,4.50E+11,4.49E+11,150,0,72,0,1,0,,,,,4,0,0,0,,1,,,,,,72,0,0,,,,72
australia,2012,-2.011785,-0.3769323,,,,1,5.252798,3.728333,27.93892,27.86242,27.93892,4.3875,4.000552,1.8,1.55E+12,4.66E+11,4.92E+11,150,0,72,0,1,0,,,,,4,,,,,1,,,,,,72,0,0,,,,72
australia,2013,-0.3769323,0.6472349,,,,0,5.164385,2.78,27.92575,,27.92575,5,3.227486,2.4,1.64E+12,4.88E+11,5.31E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
austria,1967,,,,,,,,4.97834,,15.6299,,7.216667,2.836064,4,2.22E+10,7.83E+09,8.76E+09,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,0
austria,1968,,,,,,,,4.334212,,16.76175,,7.745833,4.111607,2.8,2.38E+10,8.49E+09,9.41E+09,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,0
austria,1969,,,,,,,1.966143,4.705404,,16.80246,,7.52,5.464752,3.1,2.60E+10,9.37E+09,1.04E+10,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,0
austria,1970,,,,,,,1.373022,5.884485,18.49368,16.16552,18.49368,7.815,6.43196,4.4,2.92E+10,1.02E+10,1.17E+10,,,,,,,6.5,1,1,11,4,,,,,,,,,,,,,,,,,0
austria,1971,,,,,,,1.233642,4.596231,17.4065,14.41162,17.4065,7.709167,5.111956,4.7,3.26E+10,1.15E+10,1.33E+10,,,,,,,6.4,0,0,11,4,,,,,,,,,,,,,,,,,0
austria,1972,,,,,,,1.171728,5.415036,16.69542,13.4214,16.69542,7.3825,6.209416,6.4,3.72E+10,1.30E+10,1.54E+10,,,,,,,6.3,0,0,12,4,,,,,,,,,,,,,,,,,0
austria,1973,,,,,,,1.093998,7.270996,16.69761,13.36151,16.69761,8.25,4.886788,7.5,4.22E+10,1.48E+10,1.78E+10,,,,,,,6.2,0,0,12,4,,,,,,,,,,,,,,,,,0
austria,1974,,,,,,,1.340644,7.609436,16.8221,12.81269,16.8221,9.739166,3.943495,9.5,4.80E+10,1.75E+10,2.05E+10,,,,,,,6.1,0,0,12,4,,,,,,,,,,,,,,,,,0
austria,1975,,,,,,,1.759383,5.753476,22.85616,19.74702,22.85616,9.606667,-0.3625287,8.4,5.09E+10,2.03E+10,2.19E+10,0,,0,0,,,6,0,0,12,4,1,1,0,10,1,,,,,,,0,0,,,,0
austria,1976,,,,,,,1.798387,4.891,26.19908,23.82889,26.19908,8.751667,4.576752,7.3,5.63E+10,2.30E+10,2.40E+10,183,0,93,50.4,1,0,6.1,0,0,12,4,0,0,0,,1,,,,,,93,0,0,,,,93
austria,1977,,-1.82895,,,,,1.631512,7.849619,28.50072,26.49928,28.50072,8.73,4.676807,5.5,6.22E+10,2.55E+10,2.71E+10,183,0,93,50.4,1,0,6.2,0,0,12,4,0,0,0,,1,,,,,,93,0,0,,,,93
austria,1978,-1.82895,-1.597803,,,,0,2.069815,6.757878,32.16404,30.37074,32.16404,8.214167,-0.3623567,3.6,6.57E+10,2.86E+10,3.02E+10,183,0,93,50.4,1,0,6.3,0,0,12,4,0,0,0,,1,,,,,,93,0,0,,,,93
austria,1979,-1.597803,-2.051438,,,,0,2.094563,5.868109,34.14346,32.24113,34.14346,7.963333,5.45457,3.7,7.17E+10,3.10E+10,3.26E+10,183,0,93,50.4,1,0,6.4,0,0,13,4,1,1,0,5,1,,,,,,93,0,0,,,,93
austria,1980,-2.051438,-1.874714,,,,0,1.861471,10.7864,35.73942,33.97466,35.73942,9.323334,2.313919,6.3,7.70E+10,3.34E+10,3.57E+10,183,0,95,51.03,1,0,6.5,1,0,13,4,0,0,0,,1,,,,,,95,0,0,,,,95
austria,1981,-1.874714,-0.775943,0,0,0,0,2.533515,11.9109,37.49561,36.08086,37.49561,10.60667,-0.0993853,6.8,8.20E+10,3.65E+10,3.91E+10,183,0,95,51.03,1,0,6.5,0,0,13,4,0,0,0,,1,,,,,,95,0,0,,,,95
austria,1982,-0.775943,-1.275808,0,0,0,0,3.490332,9.192461,39.85555,38.88371,39.85555,9.923333,1.907811,5.4,8.80E+10,4.00E+10,4.13E+10,183,0,95,51.03,1,0,6.5,0,0,13,4,0,0,0,,1,,,,,,95,0,0,,,,95
austria,1983,-1.275808,-2.18202,0,0,0,0,4.128932,5.622467,44.10178,43.96632,44.10178,8.174167,2.804445,3.3,9.38E+10,4.27E+10,4.36E+10,183,0,95,51.03,1,0,6.5,0,1,14,3,1,1,0,4,1,3,,,,,90,12,0,,,,102
austria,1984,-2.18202,0.0671743,0,0,0,0,3.793588,6.856134,46.52349,42.34965,46.52349,8.015833,0.3315877,5.7,9.85E+10,4.47E+10,4.74E+10,183,0,102,52.63,0.7923875,0.209668,6.5,0,0,14,3,0,0,0,,1,3,,,,,90,12,0,,,,102
austria,1985,0.0671743,0.1368757,0,0,0,0,3.601759,6.463108,48.70184,45.35616,48.70184,7.77,2.243365,3.2,1.04E+11,4.80E+10,5.08E+10,183,0,102,52.63,0.7923875,0.209668,6.5,0,0,14,3,0,0,0,,1,3,,,,,90,12,0,,,,102
austria,1986,0.1368757,-1.089053,0,0,0,0,3.0997,5.546045,53.36881,48.27946,53.36881,7.33,2.340519,1.7,1.09E+11,5.13E+10,5.32E+10,183,0,102,52.63,0.7923875,0.209668,6.6,0,1,14,3,1,0,1,11,1,3,,,,,90,12,0,,,,102
austria,1987,-1.089053,-1.371372,0,0,0,0,3.785625,4.541643,57.5659,54.5726,57.5659,6.938334,1.680468,1.4,1.13E+11,5.37E+10,5.48E+10,183,0,157,84.42,0.5001826,0.5030214,6.7,0,1,13,3,0,0,0,,1,3,,,,,80,77,0,,,,157
austria,1988,-1.371372,-0.6630184,0,0,0,0,3.553043,4.781826,58.62865,58.88438,58.62865,6.670833,3.166391,1.9,1.19E+11,5.57E+10,5.78E+10,183,0,157,84.42,0.5001826,0.5030214,6.8,1,0,13,3,0,0,0,,1,3,,,,,80,77,0,,,,157
austria,1989,-0.6630184,-1.095212,0,0,0,0,3.125349,7.749284,57.51364,58.92799,57.51364,7.139167,3.840406,2.6,1.27E+11,5.80E+10,6.03E+10,183,0,157,84.42,0.5001826,0.5030214,6.9,0,0,13,3,0,0,0,,1,3,,,,,80,77,0,,,,157
austria,1990,-1.095212,-0.9561346,0,0,0,0,3.24091,8.964167,57.21573,56.20161,57.21573,8.7275,3.962759,3.3,1.36E+11,6.18E+10,6.53E+10,183,0,157,84.42,0.5001826,0.5030214,7,0,0,13,3,1,1,0,10,1,3,,,,,80,77,0,,,,157
austria,1991,-0.9561346,-1.268864,0,0,0,0,3.4776,9.463333,57.41237,56.40387,57.41237,8.546667,3.107879,3.3,1.46E+11,6.73E+10,7.11E+10,183,0,141,72.62,0.511091,0.4924012,7.02,0,0,13,3,0,0,0,,1,3,,,,,81,60,0,,,,141
austria,1992,-1.268864,0.0803259,0,0,0,0,3.606779,9.46,57.40577,56.37069,57.40577,8.139167,1.565443,4,1.54E+11,7.22E+10,7.76E+10,183,0,141,72.62,0.511091,0.4924012,7.04,0,0,13,3,0,0,0,,1,3,,,,,81,60,0,,,,141
austria,1993,0.0803259,-1.03087,0,0,0,0,4.245584,7.023334,61.97585,60.89552,61.97585,6.705,0.1249312,3.6,1.60E+11,7.88E+10,8.13E+10,183,0,141,72.62,0.511091,0.4924012,7.06,0,0,13,3,0,0,0,,1,3,,,,,81,60,0,,,,141
austria,1994,-1.03087,-1.397359,0,0,0,0,3.627168,5.1175,65.3223,64.18847,65.3223,7.025,1.700175,3,1.67E+11,8.26E+10,8.41E+10,183,0,141,72.62,0.511091,0.4924012,7.08,0,0,13,3,1,1,0,10,1,3,,,,,81,60,0,,,,141
austria,1995,-1.397359,-2.029381,1,0,0,0,3.736924,4.568333,69.46637,68.39436,69.46637,7.134167,2.569965,2.2,1.75E+11,8.66E+10,8.64E+10,183,0,117,62.59,0.5061728,0.4980843,7.1,0,0,14,3,1,0,1,12,1,3,,,,,65,52,0,,,,117
austria,1996,-2.029381,-0.2120301,1,0,0,1,4.162619,3.373333,70.03889,68.32923,70.03889,6.3225,2.259633,1.9,1.81E+11,8.89E+10,9.20E+10,183,0,124,67.8,0.5105359,0.4934435,7.2,0,0,13,3,0,0,0,,1,3,,,,,71,53,0,,,,124
austria,1997,-0.2120301,1.695005,1,0,0,1,4.288762,3.4975,66.40806,64.35378,66.40806,5.6825,2.308601,1.3,1.84E+11,8.73E+10,9.34E+10,183,0,124,67.8,0.5105359,0.4934435,7.3,0,1,11,3,0,0,0,,1,3,,,,,71,53,0,,,,124
austria,1998,1.695005,0.6537201,0,0,0,0,4.270058,3.600833,68.00388,64.77598,68.00388,4.713333,3.811727,0.9,1.92E+11,9.10E+10,9.69E+10,183,0,124,67.8,0.5105359,0.4934435,7.4,0,0,11,3,0,0,0,,1,3,,,,,71,53,0,,,,124
austria,1999,0.6537201,-0.1508159,0,0,0,0,3.714312,2.9635,70.84695,67.20697,70.84695,4.679167,3.522854,0.6,1.99E+11,9.50E+10,9.98E+10,183,0,124,67.8,0.5105359,0.4934435,7.5,0,0,11,3,1,1,0,10,1,3,,,,,71,53,0,,,,124
austria,2000,-0.1508159,-0.1272274,0,0,0,1,3.505717,4.391767,70.74627,66.55473,70.74627,5.555833,3.749142,2.3,2.09E+11,9.72E+10,1.02E+11,183,0,104,53.82,0.5,0.5048544,7.6,0,1,10,2,0,0,0,,3,3,,,,,52,52,0,,,,104
austria,2001,-0.1272274,1.795432,0,0,0,1,3.597495,4.261783,71.69853,67.32513,71.69853,5.075,0.89392,2.7,2.14E+11,9.79E+10,1.07E+11,183,0,104,53.82,0.5,0.5048544,7.4,0,0,10,2,0,0,0,,3,3,,,,,52,52,0,,,,104
austria,2002,1.795432,1.554374,0,0,0,0,3.932112,3.318592,72.79236,66.59095,72.79236,4.966667,1.646554,1.8,2.21E+11,1.00E+11,1.08E+11,183,0,104,53.82,0.5,0.5048544,7.5,3,0,10,2,1,1,0,11,3,3,,,,,52,52,0,,,,104
austria,2003,1.554374,1.287916,0,0,0,0,4.278435,2.333467,71.04609,65.7401,71.04609,4.153333,0.8928109,1.4,2.25E+11,1.04E+11,1.10E+11,183,0,97,52.28,0.6977362,0.3054124,8,0,1,10,2,0,0,0,,3,3,,,,,79,18,0,,,,97
austria,2004,1.287916,-1.423727,0,0,0,0,4.939247,2.106333,70.62328,65.37244,70.62328,4.151667,2.37964,2.1,2.35E+11,1.07E+11,1.13E+11,183,0,97,52.28,0.6977362,0.3054124,7.9,0,1,10,2,0,0,0,,3,3,,,,,79,18,0,,,,97
austria,2005,-1.423727,1.136748,0,0,0,0,5.151524,2.184683,70.57632,64.76391,70.57632,3.386667,2.598209,2.3,2.45E+11,1.10E+11,1.16E+11,183,0,97,52.28,0.6977362,0.3054124,7.9,0,0,10,2,0,0,0,,3,3,,,,,79,18,0,,,,97
austria,2006,1.136748,0.5666081,0,0,0,0,4.726601,3.079225,66.40957,62.30561,66.40957,3.796667,3.63343,1.4,2.59E+11,1.15E+11,1.21E+11,183,0,95,52.28,0.7198892,0.2830907,7.9,0,0,10,2,1,1,0,10,3,3,,,,,79,16,0,,,,95
austria,2007,0.5666081,0.3431483,0,0,0,0,4.398305,4.277608,63.38964,60.22339,63.38964,4.2975,3.699914,2.2,2.74E+11,1.19E+11,1.28E+11,183,0,134,68.8,0.5001114,0.5036471,7.8,0,,12,3,0,0,0,,1,3,,,,,68,66,0,,,,134
austria,2008,0.3431483,0.1563629,0,0,0,0,3.812063,4.634233,68.40092,63.82977,68.40092,4.358333,1.177035,3.2,2.82E+11,1.26E+11,1.35E+11,183,0,134,68.8,0.5001114,0.5036471,7.7,1,,12,3,1,1,0,9,1,3,,,,,68,66,0,,,,134
austria,2009,0.1563629,-0.8575072,,,,0,4.773665,1.228358,74.38613,69.17075,74.38613,3.936667,-3.650711,0.5,2.75E+11,1.31E+11,1.32E+11,183,0,108,55.24,0.5015432,0.5031152,7.6,0,,12,3,0,0,0,,1,3,,,,,57,51,0,,,,108
austria,2010,-0.8575072,-0.8083274,,,,0,4.390828,0.8109583,78.18135,72.26933,78.18135,3.225,2.443274,1.8,2.86E+11,1.35E+11,1.36E+11,183,0,108,55.24,0.5015432,0.5031152,7.6,0,,12,3,0,0,0,,1,3,,,,,57,51,0,,,,108
austria,2011,-0.8083274,-0.3340543,,,,0,4.213871,1.3906,79.90948,72.81068,79.90948,3.2625,3.181752,3.3,3.00E+11,1.40E+11,1.43E+11,183,0,108,55.24,0.5015432,0.5031152,,,,12,3,0,0,0,,1,3,,,,,57,51,0,,,,108
austria,2012,-0.3340543,0.0831901,,,,0,4.388416,0.5731834,81.85438,74.08085,81.85438,3.36,0.6438387,2.5,3.08E+11,1.44E+11,1.48E+11,183,0,108,55.24,0.5015432,0.5031152,,,,,3,,,,,1,3,,,,,57,51,0,,,,108
austria,2013,0.0831901,0.4208037,,,,0,4.400297,0.2206667,83.22505,,83.22505,3.9575,1.819019,2,3.19E+11,1.47E+11,1.53E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
belgium,1967,,,,,,,1.743351,5.166667,,54.08139,,6.684166,3.868789,2.7,2.48E+10,,,,,,,,,,0,0,,2,,,,,,,,,,,,,,,,,0
belgium,1968,,,,,,,2.141213,4.045833,,54.52361,,6.545,4.17223,2.7,2.65E+10,,,,,,,,,,1,1,,3,,,,,,,,,,,,,,,,,0
belgium,1969,,,,,,,1.648135,7.104167,64.35384,51.58767,64.35384,7.293334,6.623164,3.8,2.94E+10,,,,,,,,,,0,0,,3,,,,,,,,,,,,,,,,,0
belgium,1970,,,,,,,1.275556,7.808333,61.83983,47.49187,61.83983,7.804167,6.191994,3.9,3.27E+10,1.16E+10,1.25E+10,,,,,,,7.8,1,0,24,3,,,,,,,,,,,,,,,,,0
belgium,1971,,-2.916023,,,,,1.178586,5.004167,61.05864,45.7677,61.05864,7.321667,3.753021,4.3,3.59E+10,1.30E+10,1.38E+10,,,,,,,7.66,0,1,24,3,,,,,,,,,,,,,,,,,0
belgium,1972,-2.916023,-4.760092,,,,0,1.593141,3.829167,60.75182,44.84331,60.75182,7.044167,5.255647,5.4,4.01E+10,1.50E+10,1.53E+10,,,,,,,7.52,2,0,16,3,,,,,,,,,,,,,,,,,0
belgium,1973,-4.760092,-4.850624,,,,0,1.602387,6.2875,58.65331,42.38252,58.65331,7.494167,6.122328,7,4.56E+10,1.73E+10,1.78E+10,,,,,,,7.38,0,1,19,3,,,,,,,,,,,,,,,,,0
belgium,1974,-4.850624,-3.846933,,,,0,1.801156,10.29583,54.79814,38.84301,54.79814,8.768333,4.199634,12.7,5.35E+10,2.02E+10,2.13E+10,,,,,,,7.24,1,1,19,3,,,,,,,,,,,,,,,,,0
belgium,1975,-3.846933,-3.325611,,,,0,3.529232,6.795833,56.35456,39.83973,56.35456,8.515833,-1.327,12.8,5.92E+10,2.54E+10,2.53E+10,208,0,97,43.28,0.6173876,0.3865979,7.1,0,0,19,3,0,0,0,,3,3,,,,,72,30,0,,,,102
belgium,1976,-3.325611,-4.141956,0,0,0,0,4.786346,9.891666,56.96636,40.06854,56.96636,9.088333,5.652751,9.1,6.73E+10,2.90E+10,2.88E+10,208,0,97,43.28,0.6173876,0.3865979,7.16,0,0,19,3,0,0,0,,3,3,,,,,72,30,0,,,,102
belgium,1977,-4.141956,-2.402236,0,0,0,0,5.491186,7.054167,60.27677,42.93782,60.27677,8.7625,0.6261355,7.1,7.28E+10,3.23E+10,3.25E+10,208,0,97,43.28,0.6173876,0.3865979,7.22,0,1,21,3,0,0,0,,3,3,,,,,72,30,0,,,,102
belgium,1978,-2.402236,-2.831382,0,0,0,0,6.082196,7.129167,63.74691,45.96645,63.74691,8.9275,2.841913,4.5,7.81E+10,3.57E+10,3.55E+10,212,1,172,76.67,0.3631693,0.6405548,7.28,2,1,21,3,1,0,1,12,3,1,3,,,,80,62,31,,,,173
belgium,1979,-2.831382,-4.006778,0,0,0,0,6.337936,11.0125,66.6279,49.43217,66.6279,9.693334,2.341058,4.5,8.36E+10,3.86E+10,3.83E+10,226,1,165,72.85001,0.3821855,0.6215817,7.34,1,1,22,3,0,0,0,,3,1,3,,,,82,57,25,,,,164
belgium,1980,-4.006778,-5.520357,0,0,0,0,6.690343,14.02917,74.4885,,74.4885,11.9,4.479501,6.6,9.09E+10,4.20E+10,4.05E+10,226,1,165,72.85001,0.3821855,0.6215817,7.4,2,2,24,3,0,0,0,,3,1,3,,,,82,57,37,,,,176
